date,review,rating,isEdited,userName,title,Country
2022-09-26 15:25:58,"The app is heavy-handed in its lack of methods to add pertinent medical data & parameters in some “note” or addendum form. It seems to treat the User as not qualified to know data that influences medical care if an EMS were to check it or to track their own relevant data about context of a data point. I find this dumbs down the data and creates erroneous information   I am a physician with complicated health issues and this app is too rigid as if one size fits all. A template to have as a basis is fine but when it actually inadvertently gives erroneous data because of lack of context, it is worse than mediocre: it can generate harm to EMS etc searching for data with your permission.",1,False,missoverwhelmed,CAN’T correct errors. Can’t input critical context,US
2021-12-27 06:41:27,"The app allows you to track sexual activity but doesn’t ask any other questions about the sex besides if protection was used. I assume this is because the app was designed to help people track their sexual activity for fertility, but that only serves sexual activity for penis and vagina havers who are trying to get pregnant. Sexuality is a far more diverse activity with far more health concerns to consider. Orgasms and sexual pleasure are important health indicators that are largely ignored by doctors and the health industry. I hope that Apple revamps this function of the app to be more inclusive and useful for tracking STDs and sexual pleasure.",2,False,not a stalker2,An app that tracks sexual activity should also track orgasms,US
2023-05-22 19:22:47,"I like the app since I can log a variety of my health data, but I have a few concerns and recommendations regarding the limits of this application.

My concerns are mainly on data I CAN’T add to Apple Health. The notifications are ok, but I mainly mean:
Move Minutes, Exercise Minutes, Stand Hours, Stand Minutes, and Walking Heart Rate.

My recommendations are mainly for the workouts. There can be additional data to pair with workouts. In addition to the Active Energy and Distance, it can include:
Indoor Workout, Time in Seconds, Resting Energy, and Manual Pacing Data.
An alternate solution to this would be to link the corresponding data to workouts when written, rather than vise versus only.

If these features can be included, then the flexibility of Apple Health can increase and provide possible satisfaction to others. I hope that’s the case someday.",4,False,Alex26337,"Great Logging, But Could Be Better",US
2023-02-19 04:44:49,"I have been using the Apple Health app for a few years now, and while it has some useful features, it's not without its flaws. The sleep monitor, for example, can be quite buggy at times. I have experienced issues with the app takes hours, if not days, syncing sleep data, which can be frustrating. Additionally, the app has crashed on me a few times or being unresponsive. Despite these issues, I still find the app to be helpful in tracking my fitness goals and overall health, but I hope Apple can work on fixing these bugs in the future",2,False,huang47,Sleep feature is buggy,US
2023-04-20 02:15:18,"I like that I can enter my medications and turn on getting reminders. The problem is that once you have set them up, there is no way to change the time if it isn’t working for you. I suppose I could delete my data and start over, but then the history is lost!

Another problem is only having a few apps to select from in order to have access to the information for updating the Health data.",4,False,Ralphey,"Helpful app, but needs some tweaking",US
2023-04-08 15:52:05,"Health has been great for tracking my cycle, and the notifications are actually very helpful.

However, I’ve just suffered a miscarriage and it got me thinking that more options should be added. I know I could download a whole separate app for this, but I would think it would be helpful to a lot of people with uteruses to be able to keep track of things like that, especially if they’re having fertility issues.",4,False,heresastupidnicknamethen,"Love tracking my cycle, but could be better.",US
2023-01-06 13:26:45,"I loved this happen to the minute I realized that one of my medication‘s switched from 6:30 PM to 6:15 AM. I know I was not the one who did that. I tried changing it back because I started taking it at a different time at 4:30 PM and it would not let me change a.m. to p.m. and it changed it back I do not know why I know I didn’t do anything. I just got this new iPhone 13 mini and I don’t know if it’s different from my old iPhone SE second generation, please apple help me also sorry I put a typo in app",4,False,beat pad make your own beats,Pretty good,US
2022-08-21 14:57:08,"Honestly, the word ""health"" should come with some responsibility. It’s  just mining your contacts under the guise of “health” The step counter is laughably bad, and the ""flights of stairs"" is worse. Utterly bogus. I literally just climbed a midieval bell tower with large steps. Every step on stone. If ever there should be an easy way to count stair steps for a pedometer, that should be it. Then I count off 100 paces- it added over 700. Simply using a gps tracker should tell you if your ratings are even remotely close.
Thanks for the incessant reminders that I’m damaging my ear drums by playing my “headphones” too loudly. Ever occur to you that not every bt device is a headphone, and that many of them have their own volume control?  Lol.",1,False,Sdoubledub,Epically bad,US
2021-12-11 17:11:54,"Users are tech and health aware these days and this app feels like a lazy attempt for a company like Apple. There’s a lot of macro level info, but no finer grained info. For example, no stages of sleep? It has all the data to create those graphs! No heart rate zones for workouts. You can only view maximum window of a year for anything. Why not ‘all time’? Better food intake tracking would be awesome. Overall, it does a lot of things half heartedly. I would love it if it could do things better and they just need to look at other highly rated apps. It would be a great one stop app as I hate having multiple apps.",2,False,Vdasa,Can be better,US
2023-02-07 00:39:07,"This apple health app is so good that I forgot to review it all this time! The metrics provide a daily analysis of data from health and it provides specific details like, time in bed and time asleep, it also provides other data like tooth brushing and hand washing. I like how at the most of the bottom the data you look at it shows apps featured that specifically sync to that data, apple health what would I do without you?",5,False,jsjeejhdhdhj,Metrics & Apps that sync to health,US
2022-09-29 11:21:29,"I appreciate the level of detail that went into creating the med list, however when you export the list, it doesn’t list the frequency of when medications are taken. This would be super helpful to providers when patients go to the hospital or see their provider. Also, it would be good to be able to download the actual medication log because this could be used to trend when patients take their meds and if they are adherent or if that timing is what is causing an adverse event.",3,False,Marilen,Medication section needs work,US
2023-04-28 21:27:45,"First and foremost it is not accurate to my iwatch I’ve worked out every day and record to and sync w/phone. I go into health it says I didn’t work out and the proof is on the watch and watch app. I agree with what other’s have pointed out as real health flaws. I’m also a fall risk I have set up for fall detection and inform my close family no one has received a fall alert from any of the 40 or more falls since my hip replacement September. Nor does it alert to the falls. Many issues with this.  Also, GPS dead wrong it has me living in a house a couple doors down",2,False,Littleleisl,"Sad, thought this would be so beneficial",US
2021-11-01 18:21:57,"I just discovered that Apple Health includes Cycle Tracking! I’m so excited that Apple cares about women's health enough to include this as part of the Health feature! What would make it even better is if there was some additional symptom of menstrual cycles that isn’t included that other apps have. Please include, “Neck aches,” in the symptoms list because some women like me get them separate from backaches. Menstrual cycles are literally a pain and I want to keep track of it. Thanks Apple for acknowledging that!",4,False,Lavender_Flowers22,Thank you for caring about Women’s Health!,US
2023-03-10 15:33:26,"This is the first app that has made it easy and convenient enough for me to consistently track my cycle. I like how you can track associated symptoms too, like cramps bloating etc. 

However, I wish there was a way to add in personalize notes for a particular day. Sometimes I have a symptom not listed, and it would be helpful to have all my cycle-related info together. I hope a future update has this feature",4,False,fushigimagicball,"Great For Tracking Periods, could use improvements",US
2022-03-31 11:26:49,"I really appreciate the cycle tracking section of health, but it needs a notes section for the symptom tracker!

As someone who has endometriosis, which affects at least 10 percent of people born with a uterus (actual number is likely much higher) and is generally most severe at menstruation, we need to be able to track our period symptoms in greater detail than what the checklist allows. 

For example, if we experience pelvic pain, is it bilateral, one sided or central? How long did the pain last? On a scale of 1-10 how bad was the pain? These are the kinds of detailed questions an endometriosis specialist will want to know to help determine the location and severity of the disease.

Moreover, the symptom list is not exhaustive. There should at least be an “other” box that can be checked with a comment section.

Endometriosis factoid: if everyone who suffers from endo formed a country, we would be the 8th largest in the world.",2,False,Endo Sibling,Cycle tracking needs a notes section please!,US
2023-04-16 13:58:07,"I have been using this app for about 3 years +/- to keep track of my menstrual cycle, even with pregnancy and added factors like lactation after pregnancy to add to disrupting factors to your cycle. I’m continue to slowly explore other portions of the app like medical information that I give permission to share with the app and it makes it easier for me to share with a Dr, specialist, ER or urgent care. I do hope apple continues to develop this app.",5,False,Lo2theRan,Period tracker,US
2022-08-15 12:47:43,"1. With using the Health app on iPhone I find that in Dark mode I can’t see the top list of Symptoms because it is dark on a dark screen.

2. Suggest adding adding Symptoms to the Watch. Sometimes I don’t have my phone with me so it would be nice to add symptoms by using my watch when dizziness or some things happens rather than adding later with the inappropriate time.

Previous: I have used this app with several devices. I now use an Apple Watch 7. I must say that the oxygen monitoring with the Apple Watch is much better but values still don’t compare to a regular SpO2 device one uses on a finger.",2,False,Cheryl824,Updated,US
2023-04-14 17:21:47,"I love using this app and it helps a lot for medication reminders. But- if you have too many you’re trying to document it will get glitchy on the bottom of the list. I do have about 15+ medications normally so I understand it’s a lot of data, but I feel like it should be more accurate if I’m trying to use this app. I’ve had it with two different phones and it’s the same. Also- suggestion, can you add a brushing and flossing reminders or water intake reminder. ADHD friendly would be awesome.",3,False,amberbrown1295,It’s in the middle,US
2022-03-02 13:08:30,"This app is good for three things:

1) EMS Data Access
2) Step Count
3) Sleep

No arguing on number one, that’s important in case there’s an emergency and you’reIncapacitated.

Number two is fine for the casual user, although a lot of fitness gurus would argue it’s not 100% accurate. 

Number three really depends on if you have your phone active until the very moment you fall asleep.  Again, not 100%. 

Where are the Apple falls hard-core short of Expectations is its native ability to track all types of other forms of exercise.

Case in point, enter an exercise manually, e.g. yoga, for an hour. The app COULD calculate calorie burn, albeit not with 100% accuracy, but as stated above, neither is sleep or step count. MAJOR LETDOWN. 

It is simply a platform to allow all other app developers do that thing, but if you like me, I don’t want to add additional apps.

Apple: get your stuff together and leverage the native capabilities for the casual user!",2,False,User332,Falls WAY Short of What’s Possible,US
2021-12-17 02:18:08,"HI! i have a complaint, i was lookin thru some of the vitals and other information u can add, and i was tryna put in my blood oxygen level. Now... the thing is, i'm anemic? my last hemoglobin level was 10.9, very low, but i'm not allowed to add abnormal amounts of oxygen apparently?? which makes me upset because having an extremely low level should be something you wanna KEEP TRACK OF? so you can see how much youre improving? idkkk lol but i'm upseetttt

i do like the cycle tracking features, its still a good app",4,False,Notbob161,djsodjcnc,US
2022-11-28 03:50:32,"1. Show the full calendar month instead of three weeks. Make it look like an actual calendar that everyone is used to looking at. 

2. Allow logging a range of period days, and allow logging a period end date in the future. It is annoying to have to open up this app everyday to log another day of bleeding when I know that every. single. time. it is seven days for me. Why am I prevented from logging the future end? If I don’t log it when it starts, I forget to go back to it.",3,False,Stitchesttt,Improve Cycle Tracker,US
2022-01-14 00:25:20,"cycle tracking is extremely useful.. and i find mine to be accurate.. but i would REALLY appreciate a calendar view..

as well as COLOR CODING SYMPTOMS (& sexual activity).. we can do it in ""reminder"".. why not cycle tracking as well?!.. i want to be able to see my cycle and the symptoms on which days.. as opposed to when my partner and i ""ya know"".. but since all the symptoms and sex are purple it jst looks like purple dots everywhere with a weeks worth of a period.. i cant make out any patterns or know when to expect certain symptoms",3,False,nikki is love,Cycle Tracking,US
2023-04-25 18:52:37,"The app is fairly expansive and provides seamless integration between apps and gadgets. However, I would really appreciate a calorie counting feature that helps you meet your fitness goals. 70% of fitness is nutrition; being able to track calories/saturated fats/protein m/sugars and scan labels to make it easier, would vastly improve the apps ability to track holistic fitness. Simple widget integration would take tracking to the next level.!",4,False,Nickolas.Lupo,Please Add Nutrition Tracking,US
2022-11-28 15:53:20,"Want to set up/reset your wake-up alarm the old, quick, efficient way? YOU CAN’T. Apple-The-Buttinsky requires you to use this App just to wake up. You must pass through several steps, each demanding more and more personal data. Don’t want Apple to get its hands on it? No problem - just buy an alarm clock because if you refuse to give data Apple has no business demanding, you cannot use the wake-up alarm. I deleted this insufferable App & tried to use the old Alarm App. No go. I have to reload this officious, intermeddling App. Going to buy an alarm clock today. Good luck to the rest of you.",1,False,Aroha Nui,Intrusive? Unwanted? Unneeded? Too Bad - You MUST Use it!,US
2022-10-30 04:42:49,I love to be able to track certain things or events through the app but it would be beyond helpful if you could also have a list view to be able to print and see at a glance what the changes are. For example blood pressure gives a chart that is very difficult to navigate through and see a at a glance view of the changes. The dot on a chart is ok but a date and a number would be better. More like a spreadsheet that could be printed for a doctor to see. This would be beneficial for several of the functions of the app.,2,False,Shdjx,Love and hate,US
2022-12-24 01:11:36,The info presented is different every time. It’s one hot mess. Would be nice if there was an easy way to see how many miles you walked. The same info is repeated over and over again. The chart is pointless. This app really needs an update and a complete overhaul. There has to be a better way to see the info it is collecting. When you click on highlights it’s like “ you walked 3 times farther than the second Tuesday of last week” No one wants this ridiculous information! Just show the number of steps and the miles. Done!,2,False,Sweetbeats33,Fix this mess of an app!,US
2023-01-13 01:48:26,This is a very good app! I use it daily! I really wish that there was a better way to log calories and nutritional info. I use My Fitness Pal but if Apple Health had an easy way to log foods and calories that would be so nice so that everything was in one app. I also wish that the Health categories were listed based on what you want to see most/what categories are used most. I also hope that the Blood Oxygen feature becomes available to everyone,3,False,racer1923,Like it but there could be more,US
2022-07-20 05:14:29,"Fitness watch it is not! No ability to edit exercises/activity. It’s 2022, step it up Apple! 
I’ve used Garmin for 4 1/2 years and after only a week of Apple’s “fitness” app I’m second guessing my decision. I’m currently walking on a treadmill and the mileage is always incorrect on my watch and in the app, but no way to edit it to show it correctly. 
I’ve read that you can add an exercise, so the closest to editing is to screenshot or write down your stats and delete the actual exercise/activity and add it with the correct stats. Seems like a lot of work for a fitness watch. 
You can’t measure and add your actual stride/length either. 
I can only assume the app is collecting my entered height & weight to calculate my calories. 

Otherwise, I do like the heath data portion of the app! It’s the only reason I gave it 3 stars.",3,False,Auntjoy4,Fitness watch it is not!,US
2022-11-07 21:34:24,"To be clear, I’m using the app on my iPhone 10, not on a watch. 

The step counter is useless. I have a standard morning walk with little variation, and yet the Health app’s step count (for that walk) can range from ~3,500 to ~4,700. I could understand small differences, but a 1,200-step difference indicates way too much inaccuracy. Also, it can’t distinguish my walking from my biking, so the two or three rides I do each week destroy the data integrity. Not recommended for use on the phone (may be better on the watch, I don’t know).",2,False,RLSinSF,Steps are terribly inaccurate,US
2022-10-14 13:20:13,"1. Sleep- The sleep function does not sync properly across devices. If you decide to turn off the alarm, you have to do so in the phone AND the watch or the alarm will still go off. 
2. The app kept bugging me about cycle tracking, so I opened that portion to find that there is no option for a hysterectomy. So there’s no way to get it to just go away.
3. Health has a really hard time syncing with other apps. Even after I get confirmation that the apps are synced, I will find that the information is not being shared.",2,False,_Purple-Pants_,There is so much not to like,US
2022-06-21 21:31:41,"This app would be really great if it was actually accurate. It has no real way to edit if you are in a work out and aren’t able to stop it for whatever reason and it goes over time and ruins her numbers. Having the ability to edit workouts with the availability of things that are in the gym, like treadmill‘s with their inclines and actual speed would be great.I pulled a 3.5 walk on a 1.5 incline today and it read is a 2mph slow walk. Calorie count was way off as well as distance. Yes I’ve tried calibrating, it just doesn’t help.",2,False,Mammano Photography,Frustrating,US
2022-02-15 04:33:53,"I do like the layout and design of this app, but I do think it could be better. 
This app has real potential! 
The symptoms need to be broader, like I wouldn’t call cramps related to menstruation, “abdominal cramps”. Uterine cramps would be more accurate, and the option to rate the pain from 1 to 10 would be helpful. Worse than usual pain could be a sign of something actually wrong, making it helpful to see your past pain levels. 
Also, for mood changes it would be nice to say which ways your mood changes. Like, are you irritable, angry, sad, etc. 

I read in another review that a monthly or yearly view would be nice and I completely agree. 

Also, I think being able to customize the colors of the symptoms would be nice, so that at a glance you could see if mood changes was a primary symptom or if cravings was. 

I do like this app, but wish it was more.",2,False,shellelobie,Could be so much better,US
2023-06-06 08:01:59,"Not necessarily a failure of this app, but maybe reach out to Life Fitness (manufacturer of cardio machines) about their app, and see about communicating with each other. I ran 9.5 miles yesterday via treadmill, recorded on the Life Fitness app, but in the health app none of that got counted because my phone was on the dashboard of the treadmill rather than being worn. I know that the Life Fitness app has to request access. 

4 stars are due to the clunkiness of the app.",4,False,Andrew527526,App compatibility,US
2023-04-18 20:44:13,"Why is the app not loaded on the iPad? Please load the app to the iPad. It’s easier to see the menus on a larger screen and log data. As I love the app to help me watch my health, I wish that some data fields was open or available to allow me to log in my doctor reports such as input my immunization records from the pharmacies. I wish there was a folder to load my patient notes to have them all in one place too.",4,False,Psquare3,Load on iPad,US
2021-12-29 09:33:27,The record for my step counts is so far off it’s ridiculous! I don’t know what happened because I don’t see any update information but the app no longer adds the information from my watch. It stopped December 27 at 6:10 PM! Lumping steps at different times during the day is very confusing! I would like this fixed ASAP as my information is sent directly to my doctors office. With the current records being so inaccurate it has messed up a lot of information! I can’t afford to replace the watch I purchased back in June so I would really appreciate this problem remedied as soon as possible!!,1,False,Moniboop,Step Count Off,US
2022-09-26 14:25:00,"never opened it or filled anything out but there is always one new app opened it counted my steps for days even thought in the app store it showed that i never downloaded the app the app was just uploaded. to where who the **** knows
and the worst is the violation of my privacy that your company brags about......  analytic report talks about my menstraul that was enabled, my cycle, my sexual activity my ovulation etc. i have NEVER nor would i ever activate that and it shows in my phone that its disabled but not in the backend system with your arm64e as the architure. its disgusting and i do believe a violation if my civil rights",1,False,Proud Doll,worst app almost ever,US
2022-07-21 21:18:46,"In previous versions of iOS, I could manually add workouts that I forgot to track with my watch via the health app. I can no longer do this because the browse functionality in the health app just doesn’t work at all. 

Nothing happens when I search for workouts in the browse tab. Nothing loads - the screen just remains blank. This isn’t just isolated to searching for ‘workouts’. Regardless of what is entered into the browse search bar, nothing happens. 

I am on the most current version of iOS, and I’ve tried restarting my phone. Please address this issue.",1,False,Franklin318,Cannot manually add workouts,US
2023-01-21 17:20:55,"I would like to like this app. It is hard to navigate and data entry is frustrating. It requires you enter your birthdate on multiple pages and instead of just allowing you to enter the date, you have to scroll through months and years of a calendar to get to your birthdate. Once data is entered, it should be populated to all of the pages. I did completely set this app up because the data entry is so difficult.",3,False,Emhagain,Frustrating to use,US
2022-11-15 00:46:42,"I like the app because as long as you have the company entered it will automatically enter your information into it when you visit that doctor or hospital. It will upload lab work vitals etc. it’s very convenient when seeing multiple doctors allowing you to share medical information. 

Since the last update it constantly freezes. I have to restart my phone in order to get it to get it to work.",3,False,Queenjaci,Last update ruined it,US
2022-11-02 11:58:57,"These notifications aren’t a bad idea, but the phone should be able to recognize whether I am listening through headphones or listening through speakers. I plug my lightning cable into my car and hardly use headphones and I constantly get notifications saying my headphones are too loud. I have them turned the whole way up so the sound plays through my car. My car speakers are never turned up loud enough, so the notifications have just become a nuisance at this point.",2,False,I didnt get what I paid for 😞,Headphone exposure notifications,US
2022-03-11 22:06:19,"I started using it to track my cycle and it works to a certain level. It’s annoying that you can’t add notes ti be more specific especially since the symptoms list is not enough. I don’t have major health issues but I’ve been trying to track what could be unrelated symptoms and they are not there and can’t be customized. For example there is nothing at all about vision. In general the usability is terrible, you need to go through a million taps to get somewhere and the way to add or edit data is completely counterintuitive.",2,False,Applet1nina,Meh,US
2023-04-18 17:45:12,"I, for the most part, have enjoyed the app. It can be a little difficult to navigate at times. Like other reviews, I would say a notes section needs to be added to the medications. Also, for injectable meds a spot to record location administered would be great. I take a biological and there is so much time between doses I can’t remember where I administered it last. All in all, I would recommend.",4,False,Spacey_peanut,Good App,US
2021-12-15 08:22:05,"Hi! I use the Health app mainly for cycle tracking and steps. I love these features but I am writing this review to make a small request. Cycle tracking gives us options to choose from to add to our cycle, but it does not allow us to write customized notes. Each person is different. Every day is different. Please make a feature where we can make a little note for each day. THANK YOU SO MUCH!!",4,False,_chaeri_,Please let us make notes,US
2022-02-01 18:30:49,"I’ve been using this app to track sleep cycles and period cycles. It’s super helpful! 
Two suggestions for improvements:

- In the sleep tracking portion, when a segment of sleep is selected in the graph the start and end time are displayed, but it would help if the app displayed total time elapsed as well. That would be much easier than constantly doing the math of how many hours are covered by the timespan “11:37pm to 9:15am” and so on. I would rather be able to see “9hr 38min” displayed there as well. 

- The cycle tracking portion allows for levels of flow to be recorded, but not levels of symptoms. It would be helpful to be able to record whether symptoms like headaches or cramps were light, medium or heavy on a given day.",4,False,ocean-bluebird-27,Hours of sleep & symptom levels,US
2022-07-05 03:03:49,"So you took an app that functioned well: the alarm clock.  It simply provided the ability to set an alarm clock to go off at an appointed time, and play a ringtone or other sound of my choosing to wake up to.  Buuuuuuut Nooooooooooo!! You had to go and move that function to another app that I never use! And you took away the ability to set my own sound to wake up to!   Why???

Have you not heard the phrase: “if it ain’t broke, don’t fix it!!”????

Another example of using technology to eff up our lives.  You just couldn’t leave well enough alone, could you🤯🤯🤯🤯🤯🤯",1,False,Killerdolphinftw,Another app you effed up,US
2022-11-02 06:37:49,"I have been using this app for a few years now for both my iWatch and my iPhone. Today I added sleep time to the app and put my end time as 8:30 pm instead of 8:30 am and ended up with 14+ hours of sleep before the day was even 14 hours old.  My question is how can it let me add but not let me edit what I erroneously added?

I do really like this app though and depend on it a lot.",4,False,itseemseverynixknameistaken,Editing problem,US
2022-03-27 19:15:02,"For an Apple app, this is a surprisingly messy app. I like that I can connect to all data, but I never end up looking at the summary as I can never make sense of it. Lack of customizable order in the summary favorites is surprising. I cannot reorder the stats based on which are more important to me to see first, or even group them by category like heart rate etc. So hard to get a good quick sense of my stats in alphabetical order… Please make the summary fully customizable, cleaner, put some nice clean charts etc, you know, Apple style ;)",2,False,Sss14,Worst cluttered dashboard,US
2022-02-17 03:10:30,"I really like this app. I can easily keep track of my cycle and have a good idea when the next one is coming. I like the daily symptom tracker as well. The only thing I need is to be able to add notes. If not daily, then per cycle. I would like to be able to look back at a cycle with my dr and tell her that something that stood out or that didn’t happen that usually does.",4,False,ImOutOfNames,Missing Something,US
2022-05-02 01:29:33,"Just let me put in how long I worked out by entering the numbers. Don’t make me scroll through a finicky wheel to enter the exact am/pm time/date. If you accidentally hit it too hard it just keeps going and it’s super obnoxious. When I want to enter workout data, let me type in, with my own two fingers, the amount of time and date using the keypad. This is so obnoxious it makes me not want to use the app.",2,False,Dane girl,"Nice to have everything in one place, but entering anything other than walking annoying",US
2022-12-23 05:43:30,"Amazing how someone put together this app with so much detail. I appreciate your thoughtfulness in creating this very special and helpful software.  With all the stuff we do to maintain and/or improve our health, we have this tool. It does what we can’t - counts our steps!  Thank you again for helping safeguard one of our topmost assets - our health.",5,False,eatsleepjeep,Thank you.,US
2022-07-12 17:13:45,I am very happy with the health app. It’s easy to use and I appreciate all the information available. I am so glad to have the alarm for a low pulse. Now I wish a future version would also have an alarm for low blood oxygen. A reminder to breathe more deeply when the oxygen level drops below 90 would be very appreciated.,5,False,purple caddy,Great app and one request,US
2022-05-20 16:43:32,Hello I have enjoyed this app immensely.  I have it on my iPhones and like the fact I have this app connected to to my phones and Apple Watches.  What I am missing is that there is no app for my iPad Pro.  Can  make this happen!?  I’m sure I’m not the only one that would enjoy this app more if there was more versatile among our devices.  Thank you and I hope  is listening.,5,False,cadmannwesttexas,Great App!!!!,US
2023-01-04 06:11:06,"The app is amazing, although somewhat difficult to navigate the first time or two, but you get used to it. The only thing that I wish was added is the ability to track calories and macros straight onto the app like my fitness pal that now has 90% of its features behind a paywall. If y’all can add that, this would be the perfect fitness app!",4,False,Rcruz930,Only one small problem!,US
2022-09-22 19:39:28,"I have been a loyal apple customer for years however there are some things about the health app that could be better. 1. Add an algorithm that calculates weekly monthly, biannually and annual run/ walk totals. 2. Add a movement/ activity calculation algorithm. 3. Add calorie tracker/ diet tracking component that is more comprehensive than the current version. I.e. Control my weights app format. I would also suggest a feature that suggests you add calories to a diary based on where you are at. I.e. stopping at chick-fil-a triggers a notification that prompts a log entry with integrated nutrition facts based on the restaurant’s app menu.",1,False,Techie91,Fair app BUT….,US
2023-03-06 14:06:22,"Update: ACTIVE Energy along with those listed below are still not working properly, even after troubleshooting. Active Energy worked for 1 day, and the next day it went back to no data. PLEASE fix this issue asap. 

I work out regularly, and I’ve noticed that this app is not updating anything—Cardio Fitness; Cardio Recovery; Cardio Fitness Notifications; and Active Energy—as of today, March 4, 2023. The last record shown in my health app for any calorie or active energy was December 2022. Please make these changes and update this app.",1,False,Nanajolie23,UPDATE the Active Energy and ALL Cardio features,US
2022-05-08 17:28:18,I definitely think there should be a mood tracker along with the menstrual tracker because stress levels do influence cycle. I recently have been very stressed and it’s messed with my cycle so i want to put that data into health but there’s no way to do so. i think the people working on this don’t realize that mood and stress level mess with a woman’s cycle and i thought i’d bring attention to that,4,False,Bagle lover (to eat),good for the basics,US
2023-05-21 13:17:10,"I want to keep using Apple health as my period tracker and not use a third party - I appreciate the reminders and don’t want to share that information with another company. It is a bit tedious though. Apple, could you make it so we can select several days across which we had flow instead of tapping each individual day then tapping yes or no?",4,False,Nuggetini,Period tracking,US
2022-10-31 04:16:15,"I want to like this app, but I run into the same issue every month: adding a period start date is a bit confusing. My period starts, I tap on the date, nothing happens. I expect something else to happen when I tap on a date. The “add period” link at the top gets lost visually when presented with all of the white date ovals, and I find myself looking [too hard] for it every time.",3,False,krista_w,Cycle tracking is frustrating,US
2023-03-17 17:27:38,"This is a great ap! I can’t remember everything when I go to doctor. So I can keep track and take this info with me next visit. However I need to track my neuropathy pain and there is no way to do it on this ap that I can find. Also, it would be nice to have a way to track supplements and vitamins.",5,False,MsKayle,Wonderful,US
2023-02-07 17:36:47,"With the last update I can finally see ALL of
my sleep data. It would be helpful if the sleep section had visual that showed all the sleep percentages or a a sleep score like some of the other apps.  I’m dyslexic to seeing a list of numbers is hard for me to understand .   I find that the Apple sleep tracks my sleeping time in bed pretty accurately.",4,False,Studmuffin126,Sleep data at last,US
2022-01-15 16:29:19,"One of my uses of this app is to track my step count while I try to reach my daily goal. In earlier versions, the count was refreshed every 5 or 10 seconds but in recent versions I can walk for 20 minutes and longer and the count isn't refreshed at all. Sometimes, if I kill the app and restart it, the count is refreshed, sometimes it isn't, making it useless for monitoring my (iPhone 12, OS 15.1.1)",3,False,wpl51,Not refreshing step count,US
2022-08-22 12:37:11,"I love using this app for daily steps. Have for years successfully. I updated my apple software 2 days ago (15.6.1),
And now this app is a mess!! Steps are now seriously undercounted, and they take up to 30 minutes to update. When I am walking I am targeting a certain number of steps. I am used to immediate updates. Waiting 30 minutes to find how many steps, and know they are not even accurate is unusable and frustrating. 

Please fix this !",2,False,walks for joy,Recent IOS apple update messed with this app!,US
2023-02-17 23:59:12,"I love it! It helps me find medical information I need to provide. I also love how you can download your health information and it’s in chronological order. It also separates by medical facilities. It’s a great tool to help me manage  my healthcare. ❤️

I’m not using it to the full capacity yet, but hopefully I will learn more as I continue using it. Thank you Apple!",5,False,Jes&Coff,I love it!,US
2023-02-17 16:55:45,"I take nuvaring and I keep one in for four weeks and then three weeks then I’m off on the eighth week. I would like to keep this schedule in the medications section but the scheduling isn’t able to be that specific

Also I’m taking an antibiotic for ten days and the schedule only lets you schedule indefinitely instead of finite",4,False,The Great Ambini,Medications Section needs tweaking,US
2023-05-05 18:41:41,"This app says it can count my sleep pattern? I never use it because I don’t understand it. I tried. Ones to use it but it’s very wrong it  says that I spent five hours sleeping when I didn’t. I have a Lotta trouble sleeping so if I don’t take my medicine of sleep, I won’t sleep. I was laying just here doing nothing and that’s why it says that I spent five hours sleeping. i’m not that quick too fall  to sleep I wish I could but I can’t",3,False,Leona040797,I don’t understand,US
2023-01-04 13:32:06,I use this for medication reminder and other tools but lately it has been freezing. When I try to log my medication it freezes and won’t let me or it won’t even show my medications. I try to edit some and it will go through all steps then freeze again. Sometimes it doesn’t edit it correctly or it adds the medication on again.,3,False,Cassieb841,Love it but issues with it.,US
2023-02-28 21:10:42,I love this app.. I’ve use it to the max. Good tool to share with healthcare professionals. The issue is with my Apple Watch ( older version.) does not transmit my entire exercise information to the tool.  .I have a new Fitbit and a Garmin that captures my entire workout. Is there a way that alternate devices can connect or can one edit manually?I want to stay with the app if possible.,4,False,gbstewart,Question,US
2023-02-03 09:56:43,"Sleep tracking not working good and not tracking my sleep hours…So When you set target for sleep goals and schedule a time like from 10pm to 7am but you didn’t sleep at 10pm and you kept awake till 12am then your actual sleep was on 12am and you woke at 8am so the actual time in bed should be 8 from 12am till 8am, but that not happened with this health app because the app still count my sleep hours from 10pm till 7am even when i still awake till 12am using the phone. Samsung is much better and accurate in their health app. 👎🏼👎🏼",1,False,Welo.F,Sleep tracker is useless,US
2022-10-10 22:59:31,"Is there any way to add a notes section and cycle tracking? The preselected lists do not have every symptom/factor a person may go through on the preselected lists, therefore having a notes section allows the app to be more individualized.
Other than that the app works great in letting me know in advance when my period is going to start.",4,False,dswann22,Adding to this app,US
2022-09-28 23:15:30,This app could be so much better if you did not have to list vitamins daily. I also think we need edit and delete buttons when we make a mistake. The inhaler part does not make any sense to me at all. I use two daily and have a rescue one. You really need to work on all of this.  Please make it more logical and easy to navigate.  I agree wholeheartedly with some of the other reviews regarding medical as a person who considers this most important.,2,False,NMEnchant,Updates needed to medication & Vitamins,US
