date,review,rating,isEdited,userName,title,developerResponse,Country
2022-09-28 14:03:14,"I have high stress and this app helps to remind me to take breaks, relax and recognize patterns throughout the week/months - (and in theory course correct. Still working on that part :)

In addition, it helped my gf and I recognize how being together puts us both in the ‘great’ zone and reaffirms our deep connection.",5,False,justdont,Great visual and reminder to take a break,,US
2023-03-28 01:32:52,"This app keeps me aware of what’s going on in my body all day long. I have notifications on to tell me when to pay attention and when I’m doing Great! It reminds me I had a bad night sleep so I can make adjustments in the future. 

Love it as a tool to make changes to better my health.",5,False,Christmas4444;4,Insightful,,US
2022-09-18 07:45:37,"Scam if you ask me.   Download app see one piece of data then can’t go further without paying.  

Looked at reviews after which should have done before I added app not after.  All cookie cutter responses telling you the issue isn’t them.  You need to understand yourself better before you judge the app. Talk about deflection. So much more but not worth wasting my time.  Total rip off.   When your legit you don’t need to pass the blame for the same functionality issue multiple people raised to the user.  Really????",1,False,befuddled also,Disappointed,,US
2021-01-30 20:48:52,"I really wanted to like this app. I have PTSD and am looking for a way to note specific symptoms with the stress responses to my body.
Unfortunately, you aren’t able to add custom tags.
But the biggest failing of this app is that it doesn’t sync with Apple health to the point where it records the readings that are already being taken of your heart. You have to specifically open the app to log a measurement. 
I ended up going with a more expensive option just for the background sync and a full data set.",2,False,Mei B,No auto sync feature,"{'id': 20816188, 'body': ""Hi,\xa0\nThank you for your feedback. We are so sorry to hear about your disappointment.\xa0\nRight now some specific symptoms could be added with a comment.  We are already working on making available custom tags in the next releases. \n\nWhat concerns sync with Apple Watch:\nLet's take a deeper look here, because one of our key features is that the app syncs with apple health and calculates your stress for the readings that are already being taken when you just wear your Apple Watch. In Average it 4-10 readings per day.\xa0\u2028\n\nAs well, after installation and first measurement, we unlock the last month of your data and you can see all the stats on your stress for the last month. \n\nIn addition, you can do manual readings at any time using the Breathe or ECG App.\xa0\n\nWe’ll be glad to discuss the issues you’ve faced in more detail as we want to bring the maximum value to our users. You can contact us at\xa0dev@activeace.app\u2028\n\nWarm Wishes, Stress Monitor team."", 'modified': '2021-02-02T20:51:28Z'}",US
2022-08-17 15:33:55,"I’ve been using this app for about a month now. It has made me much more aware of my stress levels and gives me an indicator to match how I’m feeling. I’m now more aware of how sleep, alcohol and even certain foods impact my ability to handle stress.  The downside for me is that the reading on the watch doesn’t match the reading on the phone and it doesn’t really allow an updated reading when I want it.",3,False,ArtistDevee,App is okay,"{'id': 31597555, 'body': 'Hi! Thank you for your feedback! We are happy to know, that our app helps you better understand your stress and how different factors in your life affect your body’s resistance to stress. Please, feel free to contact us at dev@activeace.app and we’ll do our best to understand the issue you faced and solve it.\n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2022-08-22T13:06:12Z'}",US
2023-06-03 03:18:53,"I would like if the app had a shorter update interval. Often there’s a discrepancy between what the Watch app is showing and what the iPhone app is showing. It would be neat if you could adjust how often the stress levels were calculated, so you could get more real time feedback. Instead, it’s only every two hours. 

Maybe a button to re-calculate on the go?",3,False,spectrekid68,Shorter update interval,,US
2022-12-03 18:47:58,I am dealing with multiple serious medical conditions that are exacerbated by stress while also being in a vet stressful situation. Using this app helps me know when the stress is affecting me more so I can use breathing exercises or meditation to help before I start getting other physical symptoms.,5,False,Bronwynnm,Excellent stress management tool!,"{'id': 33634503, 'body': 'Hi! Thank you for your review! We are happy to know the app is helpful for you in understanding and managing your stress. It inspires us a lot to make the app better every day.\n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2022-12-09T14:42:25Z'}",US
2022-12-28 00:49:34,"This is a total scam. It says “warning: overload” when I’m relaxing and reading a book, not feeling stressed at all. On the other hand, one day I was at work and something very stressful happened, and I almost had a panic attack. This app didn’t register any stress at all at that time, it thought I was totally fine. I’m guessing it’s some Chinese company stealing our health data, because this is not a real app. I’m uninstalling it after a few weeks of using it even though I paid a $50 annual subscription for it.",1,False,kavamazov,Total Scam,,US
2022-08-26 03:28:35,"So far this app has been awesome. The one thing I might add, though, is a space to journal what you’re doing differently, to see if it’s actually helping my stress level. I take supplements for stress and anxiety. I’d like to know if they’re actually helping. Or a place for physical activity, meditation, journaling… If the developers add a feature like that, it would be 5 stars.",4,False,Kchara,Great app!,,US
2021-10-25 18:54:32,"This is by far the best, and easiest to use, stress tracker I’ve found, but I do wish it auto-detected more often instead of having to use the breathe app or ECG app to check in. I also wish there were more options in the feeling list when you go to log a feeling. Overall though I do like it.",4,False,Pointedancer5678,Auto checks,"{'id': 26326108, 'body': 'Hi! Thank you a lot for such great detailed feedback! We are happy to hear that you like Stress Monitor. Right now there are technical limitations for more often auto-tracking. But our team is continuously working on the app to make it better and to bring maximum value to all our users. Also, we are working on adding more options for logging feelings and tags. \n\nIf you have any other questions or suggestions, you can always contact us at dev@activeace.app\n\nWarm Wishes, \nElena from Stress Monitor Team', 'modified': '2021-11-17T16:24:19Z'}",US
2023-05-06 15:14:02,"This app has helped me make the right choices for my diet and exercise. I was able to monitor my stress level and make adjustments in my life. The results are better health, mood, and more productivity. A must have for people suffering from stress or hitting their midlife.",5,False,Irfanxx1,From a person entering 40s,,US
2023-01-20 12:52:57,"I am a busy and inner focused person, and I often downplay my own stress.  Have this program has made we aware of my own stress response… so now I can take steps to manage it. Highly recommend this app!!!",5,False,tmcmedea,Will use it for as long as it exists!!,,US
2023-04-21 04:49:25,"Just downloaded the app.  Went thru all the stuff on my phone, just to get to a screen that says “continue” at the bottom.  Hit continue and get the “premium” screen.  Exit it and what do you get?  You get the same continue screen.  Totally useless!  Open it up on my watch.  And again, nothing but a 4 screen “this is what we offer” thing and then premium.  Why not be honest at the onset and show perspective clients that it’s $20 a month or $50 a year.  Garbage!",1,False,Boudreaux28,Waste of time,"{'id': 36163068, 'body': ""Hi! Thanks for trying our app. We're sorry to hear that it didn't meet your expectations. \nYou can use Stress Monitor App on the Apple Watch for free and see if it works for you. It also includes free Stress Monitor Watch Face and notifications on your stress level. \n\nIf you have any questions or concerns, please don't hesitate to reach out. We're here to help.\n\nBest regards,\nStress Monitor Team"", 'modified': '2023-04-25T13:27:41Z'}",US
2022-11-18 09:55:35,"App is always waiting for data, even right after I take a measurement. Whole app could be replaced by you just looking at Hrv in health after taking a recommendation.

Also kinda negative vibes & annoying it says “You had a bad sleep for the last two weeks!” As this permanent notification when I always hit my sleep goal of 7 hours. Strange wording, it’s like pretending to be a feature but kinda useless. Never says anything else. This could really use a redesign.",1,False,AJDalm,I regret subscription,,US
2023-02-01 15:08:16,"App won’t let you do or see anything unless you commit to pay upfront. Not even a day free trial or a free version to see what the app actually does, which tells me the app is probably not worth it so they need to lock you in up front, a classic trap. You only find this out after installing and granting all permissions. Plenty of other apps that at least let you preview what you will pay for so you can make an informed decision.",1,False,Seblack1355,Don’t download unless you want to gamble with $20 a month,,US
2022-11-18 18:48:03,"I will ignore the fact my first rating was removed, but I have guarded optimism however, a lot of information such as how to set your caffeine intake, and the HRV value are hidden or obtuse; which is spelled out in more detail in the review that was deleted. The latest is the overload value. The overload value should be all the way clockwise is red, and all the way counterclockwise is green. We read left to right",3,False,MrBlanston,Hmmmm,,US
2023-05-12 04:48:54,I am extremely happy and grateful for this app. I have been keeping track of my stress levels especially since I have PTSD and anxiety. Your app lets me know when to slow down and use the strategy of remaining calm. Thank you.,5,False,MsRudolph,My Stress,,US
2023-03-23 18:03:00,"Very impressed by the information provided by this app. Truly does a great job of gathering all health data and showing the effects that your activity, sleep, etc. have on you are overall stress levels.",5,False,feedback2015,"Insightful, Informative & Eye Opening",,US
2023-01-07 16:15:29,I love this app as it identifies the stressors that I am dealing with during those times. I can then identify and change to give a greater sense of balance mentally. It’s my sleep patterns that need to be increased instead of shortened more rest less stress. I’m working on it!,5,False,17bas,Triggers of stress,"{'id': 34179270, 'body': 'Hi! Thank you for taking the time to leave a review for our app! We are happy to know that our app helps you to identify your stress factors and to manage them. We’ll continue to work hard and extend the app functionality to bring even more value to all our users. Thank you again for your support!', 'modified': '2023-01-09T14:52:30Z'}",US
2023-02-15 04:08:26,It has helped me Monitor and be mindful Of my stress. I wish it was deeper integrated with other apps I use for a holistic view and could take other things into Account instead of guessing. Overall I will continue to use and it has helped my daily accountability and balance,4,False,DanielleWomack,Helpful,,US
2023-04-14 17:31:20,"Once entering your info, there are absolutely no features except a vague stress score. If you try to do anything else, you are forced to pay for either one month or a full year. You can’t go on any other screen other than than the stress score screen and the paywall. I have no clue what your app does at all, you’re not getting a dime from me until then. I’d be even more stressed if I paid for this and didn’t like it/use it/benefit from it.",1,False,ShawnaMommy,Need a Trial,"{'id': 36163206, 'body': ""Hi! Thank you for sharing your thoughts with us. We're sorry to hear that our app hasn't met your expectations. We suggest giving our Stress Monitor App a try on the Apple Watch. It's free and comes with a Stress Monitor Watch Face and notifications on your stress level. If you have any other questions, please don't hesitate to reach out.\xa0\n\nBest Wishes,\xa0\nStress Monitor Team"", 'modified': '2023-04-25T13:31:37Z'}",US
2022-07-09 04:18:07,"I have now had the app for 7 days.  When I am sitting in the sun reading a romance novel it says I’m stressed, but when I’m laying in bed at 10 pm unable to sleep because my thoughts are swirling in my head it says I’m perfectly unstressed.  It is almost the exact opposite of what I am feeling.   Having ice cream with my husband….stressed.  Trying to get my 7 year old to eat a vegetable at dinner time…. Not stressed.  I have a very low heart rate And I think somehow this is screwing it up.  Not impressed",1,False,nutmeg827,Not accurate at all,"{'id': 30893882, 'body': ""Hi! We are sorry you are disappointed with the app. \nThe stress in the app is not only emotional or psychological but physical as well. Bad sleep last night, alcohol, exhausting workout - all these can lower your body's resistance to stress the next day or longer.\n\nWe recommend considering your stress trends to better understand how your body copes with stress over time and to identify dependencies, that can lead to lower or higher results.\n\nI hope this information will be helpful in understanding your data.\n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App"", 'modified': '2022-07-14T14:10:23Z'}",US
2022-11-08 02:53:33,I’ve been using this app for a few months and love it! It helps me recognize my stress levels. It lets me know when I need to stop and do a little self care and it also lets me know when I’m doing great job of my stress management.,5,False,Omnivore216,Great app,,US
2023-05-31 09:59:57,"I love this app. I had tried another one, but found it hard to decipher the avalanche of data. This app is eloquently simple. It tells me what I need to know without the complexity of the underlying data.",5,False,JAKRG710,Great information!!,"{'id': 36961365, 'body': ""Hi there,\n\nThank you for taking the time to leave such a wonderful review. We're delighted to hear that you find our app easy to use and effective in providing the necessary information without overwhelming you with complex data.\n\nOur team has worked hard to keep the interface simple while ensuring it meets our users' needs, and your feedback reaffirms that we're on the right track. Your satisfaction is our priority, and we're glad to hear we've succeeded in that regard.\n\nIf you have any suggestions or need any assistance in the future, please don't hesitate to reach out to us.\n\nBest wishes,\nElena Strok\nFounder of Stress Monitor App"", 'modified': '2023-06-06T15:34:39Z'}",US
2023-01-08 12:41:18,I use this app to help notify me when I need to pay attention or if I’m in overload so that I can use calming strategies to reduce my stress. It has helped me identify my triggers to stress overload and made me much more aware of of what my body needs.,5,False,JamyeB,Great body awareness,"{'id': 34182615, 'body': 'Thank you so much for your positive review! We are happy to hear that you are enjoying the app and it is helpful for you in monitoring your stress. Your support means a lot to us and we will continue to work hard to provide the best experience possible.\n\nBest Wishes,\nStress Monitor Team', 'modified': '2023-01-09T16:43:50Z'}",US
2023-05-01 19:17:12,"After months of using this app, I gave up and deleted it. It alerted me I was stressed at times I was deep in mediation and/or had blood pressure readings on the low side. It reported was doing “great” when I felt overwhelmed by stress. Great concept but I felt I couldn’t trust these reports so it wasn’t useful. Would be curious to know what data it relies on for its reports. Tried to research this but couldn’t find a satisfactory answer within the app or online.",1,False,MedicineGurl,Readings seem arbitrary: don’t coincide with reality,,US
2022-11-18 12:59:08,"I took a chance on this after reading other positive reviews. I have not had the same experience. The feedback from the app seems random and does not at all correlate with my actual level of stress or anxiety. I reached out to support with questions several days ago and have not yet received any response. No free trial, probably because they know this app is junk. $40 wasted. Do not recommend.",1,False,SoCalDreamr,"Random feedback, not helpful. No support.",,US
2022-12-30 14:21:18,"I love this app! It is really giving me great insight into my daily stress levels, and how my body handles that stress. It allows me to more accurately track, how my body responds to various levels of stress in my life. It has proven to be an app of paramount importance in my life.",5,False,BethTelkamp,Great App,"{'id': 34069283, 'body': 'Thank you so much for your positive review! We are thrilled to hear that you are enjoying the app and finding it helpful. Your support means a lot to us and we will continue to work hard to provide the best experience possible.\n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2023-01-03T15:50:00Z'}",US
2022-12-14 14:30:43,"The readings I get are totally random and don’t seem, in any way, to correlate with how I feel or what I’m doing.  There’s no pattern in this, no way to monitor or change my behavior.  I can be meditating and get a watch out or overload notification, then the next day, I’m meditating and get a great notification. It’s like that all day?  This stresses me out, so  I’m not sure why I’m paying for something that causes me more frustration. Please cancel my subscription.",1,False,dgizuv,Random,"{'id': 33780860, 'body': ""Hi! We are sorry our app didn’t meet your expectations. The stress in the app is not only emotional or psychological but physical as well. Insufficient sleep last night, alcohol, heat, and an exhausting workout can lower your body's resistance to stress. Please, contact us at dev@activeace.app if you need assistance canceling your subscription. Best Wishes, Stress Monitor Team"", 'modified': '2022-12-17T22:24:43Z'}",US
2022-11-25 07:20:40,This app is really nice I have been using it to help with my stress levels along with the meditation app and it’s a great duo. I was wondering though will the insight section of the app ever update or change? I have seen few articles for a month. When do they change I wonder?,4,True,Sydkneepoo,great app,"{'id': 33351680, 'body': 'Hi! Thank you for your feedback. We are happy to know the app is helpful for you in managing your stress. We’ll take your feedback into account to make it better and to bring even more value to all our users. \n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2022-11-24T15:46:45Z'}",US
2022-07-30 10:22:03,"Be wary. This app only gives you 1 chance to see your data before asking to upgrade. Unfortunately, I’ve only had my watch for 1 day, so I was only able to see data for 1 day. It would’ve been nice to have at least a few trial days to find out if the app would be beneficial. While I’m sure the paid version has more data and info that you can see, I’m not willing to pay to find out.",1,False,Boulderbon,Disappointing,"{'id': 31470469, 'body': 'Hello! We’re sorry, you are disappointed with the app. You can use Stress Monitor App on the Apple Watch for free and see if it works for you. It also includes free Stress Monitor Watch Face and notifications on your stress level. Please, feel free to contact us at dev@activeace.app if you have any other questions and I’ll be happy to help. Best Wishes, Elena Strok, Founder of Stress Monitor App', 'modified': '2022-08-15T16:28:06Z'}",US
2022-04-07 16:03:26,"At 74 I thought I knew myself well. With this app I am now getting meaningful information and the awareness about my body functioning.  Wow! Very helpful and guides me towards the improvement I need. Like a compass, I get the direction ii need.  Terrific!!",5,False,MeTxKid,Informative and Helpful App,,US
2023-04-06 21:03:55,"This app has been a godsend, I suffer from Panic attacks/Anxiety attacks/Stress Disorder & now I’m able to share the timeline of my attacks with my Doctor so we can control them better .
It’s also nice to see when it’s mild or heading into the danger zone (red).",5,False,Mom2Dragons,Stress/Anxiety monitor,,US
2023-05-20 01:17:33,"Have been using the free portion of the app for months. It was nice to just see the simple stress scores. All of a sudden, there is always a screen present to purchase with no opt out for the free portion of the app. Not sure why they changed it. If you have the extra $5 month for yet another app, could be useful.",3,False,LlamaFacedcuban,Stopped Using,,US
2023-02-15 04:23:43,I have heart disease and we all know stress or cortisol is the #1 killer for heart disease. This app helps me know what my major stressors are and how I can effectively and actively understand what they are. It is quite handy for anyone trying to get a grip on their stressors,5,False,Jori Klentz,Quite Helpful,,US
2022-11-16 17:23:23,"This stress monitor app is awesome. It measures my heart rate variable so I know when I need to slow down and when I am at or just above my baseline. A high HRV, for me, alerts me to hydrate, take a quick break or to just take it easy for a while. Super useful - Love it!",5,False,HarleyQn,Great app,,US
2022-11-08 13:26:42,This app is awesome at monitoring impact of stress (mental or physical) on your body. I use this to help ensure my body is ready to tackle what I will do for the day or evening.  Helps me take better care of myself and pay attention to what my body is telling me!!  Love it!!,5,False,Mstechart,Great app for monitoring stress,,US
2022-11-14 14:08:00,I’ve been using this app for a couple of months and I e really enjoyed having it. I recently moved out of state and began a semi retirement. It’s amazing how this app has shown my need to relax when my stress has been over the top!,5,False,busywomansmakeup,Stress Monitor,,US
2023-03-17 16:18:50,"I’m amazed at how often I’ll feel stressed and I get an alert. The alerts are great because they remind me to take a moment to step away, breathe, and get back into the present. It really helps.",5,False,Ratclca1,Very accurate,,US
2022-09-19 23:20:39,"Now the screen is frozen. I have tried to delete and reinstall and can’t even do that.

Update:  customer support was very responsive and helped solve the problem quickly.",4,False,NorthW1,Was working great until I tried to add the watch face.,,US
2022-08-27 04:46:26,"It is cool and all but when I do exercises on breathing and stuff like that it gives me overload every time so I don’t know if I have overload every time or that it just puts lots of random stuff! And it is not tracking my sleep! Great app! Kind of recommended! Just would be better if these problems were fixed!

-Rigzy",3,False,Riley12удьдькп,I guess,"{'id': 31722545, 'body': ""Hi! Thank you for your feedback and for using our app. We'll take it into account to make the app better.\n\nAlso, let me provide a few details about your data in the app. \nThe stress in the app is not only emotional or psychological but physical as well. During the day you can have an overload or pay attention results as the response of your body to the stress factors, which might be as psychological stress, so, for example, the heat, lack of hydration, alcohol, or an exhausting workout.\n\nTo have sleep data in the app you need to turn on sleep mode on your Apple Watch when you are going to sleep. \n\n If you have any other questions or suggestions, please, feel free to contact us at dev@activeace.app and I’ll be happy to help. \n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App"", 'modified': '2022-08-29T14:15:09Z'}",US
2023-01-04 09:14:16,"I’m very pleased with your stress app. It allows me to monitor my stress levels and progress towards improvement. 
I strongly recommend this app because it’s a
Life saver. 
I usually don’t write reviews, but I had to do it this time. ♥️",5,False,Momma DSP,Stress App,"{'id': 34114173, 'body': 'Thank you for your review! We are happy to hear that you are enjoying the app. Your positive feedback means a lot to us and we are glad that you are having a great experience with our app. We strive to provide the best value to our users and are always working to improve and update the app. \n\nBest Wishes,\nStress Monitor Team', 'modified': '2023-01-05T16:11:35Z'}",US
2023-02-24 17:03:08,"The app will just send notifications again and again telling you that you had a bad night sleep. No matter what. It doesn’t matter if you slept 8 hours, or not. Consistently telling me I’m not sleeping or bad night sleep which just makes you feel bad. Big waste of money. Was hoping to have some actual benefit information but there is none.",1,False,Alwayswinning,All it does is tell you that you don’t sleep well,,US
2022-11-10 22:58:26,I stress about everything without realizing it!! This app if I’m being honest helps me realize I’m freaking out and I’m able to redirect my stress and my stress levels have been starting to stabilize more than usual!!,5,False,Angiepantz82,Love it!,,US
2022-11-13 00:15:08,"This App is a complete waste of time, space, memory & money. 

Full of glitches.  Provided NO information of value.  Woke me up TWICE last night, in the middle of the night, to tell me I was “stressed”.   What nonsense.  I have 3 other Apps that are measuring HRV, all of which give consistent information … this App’s information is all over the place and doesn’t match what the other 3 Apps are telling me. 

Don’t waste your time with this garbage.",1,False,BrianL99,JUNK !,,US
2022-06-23 19:39:46,"This app stresses me out.  Granted, I used it only for three days, but each day (apparently) I was in a state of overload. I imagine that this is partly because my resting heart rate is genetically low. The AI was not smart enough to learn this. Besides this, the feedback this app provides is useless cookie-cutter information: drink more water, exercise, sleep better.   Really???  Neither insightful, nor helpful. Save yourself some money - or find another app. I’m deleting my account.",1,False,tiredhippo75,A stressful stress monitor,"{'id': 30617166, 'body': ""Hi! We’re sorry, you are disappointed with the app.  Let me clarify this moment. The stress in the app is not only emotional or psychological but physical as well.\xa0Bad\xa0sleep\xa0last night, alcohol, exhausting workout - all these can lower your body's resistance to stress the next day or longer. We recommend considering weekly trends to understand how your body copes with stress over time. Feel free to contact us if you have any questions about the app - I’ll be happy to help. \nBest Wishes, \nElena Strok\nFounder of Stress Monitor App"", 'modified': '2022-06-29T09:05:51Z'}",US
2022-10-20 20:46:29,"I haven’t yet learned what to do to affect my scores, but I check it periodically and find it very interesting. I certainly wish I had had this when I was working (retired now). So much information!",5,False,skurgi,Good to Know,,US
2022-08-15 02:29:09,"What’s the point in getting alerts for stress when the alert comes in 45 minutes or so later? Isn’t that point of a stress alert to come right then and there? The alert is useless as I probably have recovered since then and would have no clue what sparked the stressor.

App creator please get this fixed or I wouldn’t be able to renew my subscription.",2,False,Ugh Tinder,Delayed Stress Alert,,US
2022-11-16 03:22:56,"Love the reminder to take it easy as I’m a “go til it’s done” person. I would like to see an adjustable sleep time-not everyone is wired to get 8 hours a night and some of us do quite well with a quick nap, which the app can’t detect.",4,False,MrsGenJones,Useful feedback,,US
2023-06-09 13:41:02,It's a good reminder to take it easy when I need too. But sometimes I don't think it right. When I'm doing fine it states that I'm not. So I'm not so sure about the accurately it is .,5,False,ann barlow 3,Its a good reminder,,US
2022-09-16 03:53:11,This app has helped me see what triggers stress and anxiety for me. The only thing better is if it could send a Taptic to your watch when you in a higher stress level zone to help refocus your attention.,4,False,JennJenn!,Like the app but would like additional features,"{'id': 32100607, 'body': 'Hi! Thank you for your positive feedback! We are happy to know that the app is helpful for you in understanding your stress triggers. We continuously work on the app to make it better and to bring even more value to our users. If you have any other questions or suggestions on how we can make the app better for you, always feel free to contact us.\n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2022-09-19T12:07:20Z'}",US
2023-01-26 21:39:56,It appears to be pretty accurate and gives a surprising picture over time.  The insights it offers were helpful to my doctor too.,5,False,Chelle27609336,Surprising and Enlightening,,US
2022-11-28 14:36:42,"Hey, 
This app is awesome it tells you all about your stress and even how you should look out during the day when you may have more stress than usual.",5,False,fire569,Helps with stress,"{'id': 33458296, 'body': 'Hi! Thank you a lot for your feedback. We are happy to know you enjoy the app! \n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2022-11-30T17:17:16Z'}",US
2022-12-30 12:18:27,"This is a decent app. However, I would suggest that there be a setting for age groups. HRV is very different as you age. What is normal for a 20 year old is completely different for a 60 year old. This app does not take that into account this giving false readings.",3,False,dlrbox,Some customization would be nice,,US
2023-02-06 02:47:33,"App itself works well. Would like to see it measure HRV once an hour rather than every 2 or 3 hours. 

Also there are some glaring errors in the text that need to be fixed. 

Other than that, I’m happy with it.",4,False,Newharmony7,Pretty good,,US
2023-05-20 17:52:58,"After using the 1-week free trial for the premium/paid version, I decided the non-paid version suits my needs. But after a month the non-paid version “timed out”, and opening the app only shows a screen to purchase the paid version. Very slimy business practice; no warning upfront that the unpaid version is really a 1-month trial of a minimal capability",1,False,Perit-Pit,Non-paid version virtually non-existent,,US
2023-03-27 09:46:37,"Was able to see my data every 2 hours automatically, with recent updates, can  now only see every 4 hours. I liked having the reading every 2 hours, especially when I am sleeping. 

There is no way to fix how often my watch reports the data on my end. Have reached out to support. No response.",1,False,Meta-Angel,Was loving until recent changes,,US
2023-04-14 04:26:38,"Is it free to download but a subscription is required to use it? Or is there a free version I can’t seem to get to?

I’m not against paying for apps, but this one is pretty expensive and I can’t exactly tell what I’m getting and why. Lots of acronyms all over the app and I’m pretty lost.",3,False,leelpatt,Clarification,"{'id': 35970646, 'body': ""Hi! We are sorry our app doesn't meet your expectations. You can use Stress Monitor App on the Apple Watch for free and see if it works for you. It also includes free Stress Monitor Watch Face and notifications on your stress level. Please, feel free to contact us if you have any other questions and I’ll be happy to help. \xa0\n\nBest Wishes,\nStress Monitor Team"", 'modified': '2023-04-15T08:41:34Z'}",US
2023-04-05 17:35:13,"I installed the app and registered it. This is the type of app that is seen quite often. The app is “free” and it lets you configure the app but then when it comes to using it your forced to pay $20 for one month or $50 for a year. 

No week free trial.  No way to really use this app to see if it works for you or not without paying. 

I am not against paying for apps.  I am happy to pay $50 for a year.   But customers want to know what they are getting and if it’s a good value for them or not. 

 Next week when I have the money I will buy this app. In the mean time going to look for other stresss monitor apps on the App Store",1,False,JTalbert,No way to test the app???,,US
2023-05-13 12:26:27,Best part of the smart watch is that I have lost 10 pounds in less than a year while enjoying nature while walking!,5,False,maybe co,Lost Weight!,,US
2023-05-10 18:37:51,I like the notifications to pay attention. The app lets you know in real time you are reaching the overload or doing great. Or even to test yourself.,5,False,Tara L Bush,Excellent- app.,,US
2023-01-17 02:52:39,I have ankle issues for the last couple of days and my Stress Monitor is reflecting it correctly. Very happy to be involved in the program.,5,False,Cactus 860,Physical pain is no joke,"{'id': 34402577, 'body': 'Hi! We are happy to hear that the app is helpful for you in monitoring your stress. We will continue to work hard to improve the app and provide the best experience for all of our users. Thank you again for your support!\n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2023-01-20T16:09:07Z'}",US
2022-11-16 17:47:12,This app is amazing. I always know where I’m at…whether it be happy or stressed. I can now try to control the way my body reacts to stress and act accordingly.,5,False,sissaaa67,I’m now in touch with my stress!,,US
2022-12-18 02:27:46,I’ve only been using this app for about a week. It seems to be giving me just the opposite data of what it should be. I’m sitting watching tv or sleeping and I get low numbers and when I am busy doing something I get GREAT! I don’t understand what it’s using to make a determination. I will continue to use it for another week or so but I don’t understand how it’s getting my numbers.,1,False,dtunnecl,Confused,,US
2022-10-22 13:28:01,So been using for a little while now but the past few updates now gives me either a reading or unclassified which is more often so have no idea what that even means...if this is a bug please fix.  I use to enjoy the app now I have no idea the recommendations,2,False,Rmasse10,Don't understand the readings anymore,,US
2023-01-27 12:46:11,App repeatedly tells me I’ve had bad sleep for last two weeks despite raising my average. I have sleep data going back several years and if anything my recent sleep has been a vast improvement. Predatory pricing model too- $240/year if paid monthly or $50 annually. Throws up a 15 minute timer pushing a trial of premium access. Avoid!,1,True,SteveSpence,Aggressive upsells and misleading notifications,"{'id': 34047773, 'body': 'Hi! We are sorry you are disappointed with the app. You can use Stress Monitor App on the Apple Watch for free and see if it works for you. It also includes free Stress Monitor Watch Face and notifications on your stress level. Please, feel free to contact us if you have any other questions and I’ll be happy to help. Best Wishes, Stress Monitor Team', 'modified': '2023-01-02T15:51:03Z'}",US
2022-09-24 06:19:47,"Clunky. Doesn’t work well with series 3 watch. Every day at same hour app says I’m overwhelmed with stress when I’m not.  Seroevery, no matter what I’m doing at 9pm the app says I’m overloaded. Not based on scientific data, seems to randomly assign stress levels. NOT worth $40 maybe $1.00. I got ripped off.",2,False,mikeg8701,"Not worth $40, maybe $1 but only if you find $1 on the ground",,US
2022-10-18 18:24:16,"This app is indeed with good intentions and very helpful to understand yourself better mentally. However, I have not had a chance to experience all the functions due to the high price tag. And that’s the reason I gave a 2-star review. It makes no senses the price is that high. Lol just my personal opinion.",2,False,AudMoon,Good but way too expensive,"{'id': 32690646, 'body': 'Hi! We are sorry you are disappointed with the app. You can use Stress Monitor App on the Apple Watch for free and see if it works for you. It also includes free Stress Monitor Watch Face and notifications on your stress level. Please, feel free to contact us at dev@activeace.app if you have any other questions and I’ll be happy to help. Best Wishes, Elena Strok, Founder of Stress Monitor App', 'modified': '2022-10-20T12:57:44Z'}",US
2023-03-11 17:57:37,This is the most useless app I have ever purchased. I am laying on a beach in Florida almost to sleep and I get a notification that I am overloaded with stress. I’m sitting in my recliner at night almost asleep totally relaxed and I get a notice that I am overloaded and stressed. Ridiculous waste of money. Happens almost daily at my most laxed time. It alerts me that I am completely stressed. Don’t waste your money.,1,False,Cindy Hill,Useless,,US
2022-08-25 22:37:29,Or I don’t know stress. Received a stressful email from someone on Friday but the app is saying my most stressful time in the past 7 days was last night when I was eating ice cream and watching TV.  I hope it becomes more accurate as time goes on.,3,False,ARsMom02,Maybe I am really stressed?,,US
2022-11-20 17:11:36,Information from this app is very good. It helps me to understand what stresses me. The data is sporadically gathered so information is not seen for hours sometimes. If I have my watch on for 10 hours I might get only 2 information reports.,3,False,Grandy 1890,Stress monitoring app review,"{'id': 33352074, 'body': 'Hi! Thank you for your feedback! We are glad to know the app is helpful for you in understanding your daily stressors. To have additional measurements during the day we recommend using the Breathe App on your Watch. If you have any questions, please, feel free to contact us at dev@activeace.app and I’ll be happy to help.\n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2022-11-24T16:06:25Z'}",US
